identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,setfit_prediction,is_parent_category
4564.0,"Title: Stamp Office, Somerset House
Subjects: Somerset House (London, England); Interiors--England--London; Aquatints--England--London--1809; Etchings--England--London--1809
Genres: graphic; Book illustrations
Provision information: London: Pub. July 1st, 1809, at R. Ackermann's Repository of Arts, 101 Strand, [1 July 1809]","7001 $aStadler, Joseph Constantine,$eprintmaker.$0http://id.loc.gov/authorities/names/nr94030053","Stadler, Joseph Constantine",Printmaker,"Stamp Office, Somerset House",Rowlandson & Pugin delt. et sculpt. ; J.C. Stadler aquat,"London: Pub. July 1st, 1809, at R. Ackermann's Repository of Arts, 101 Strand, [1 July 1809]","Somerset House (London, England); Interiors--England--London; Aquatints--England--London--1809; Etchings--England--London--1809",graphic; Book illustrations,,12976564,12976564-e471c1d2-4cd7-4dfb-9b1d-867851ac7e0c#http://id.loc.gov/rwo/agents/nr94030053,Visual Arts and Design,False
4564.0,"Title: Stamford, Lincolnshire
Subjects: Stamford (England); Etchings--England--London--1822; Aquatints--England--London--1822; Riviere & Son--Binding; Auchincloss, Hugh Dudley--Ownership; Harvey, Francis--Ownership
Genres: graphic; Views
Provision information: [London]: [publisher not identified], [1822]","7001 $aStadler, Joseph Constantine,$eprintmaker.$0http://id.loc.gov/authorities/names/nr94030053","Stadler, Joseph Constantine",Printmaker,"Stamford, Lincolnshire",drawn & etched by Rowlandson ; Stadler aquatinta,"[London]: [publisher not identified], [1822]","Stamford (England); Etchings--England--London--1822; Aquatints--England--London--1822; Riviere & Son--Binding; Auchincloss, Hugh Dudley--Ownership; Harvey, Francis--Ownership",graphic; Views,,12927514,12927514-ce4a61f5-e478-497e-a76b-438a77abb282#http://id.loc.gov/rwo/agents/nr94030053,Visual Arts and Design,False
4564.0,"Title: A view in Devonshire
Subjects: Devon (England),; Dwellings; Etchings--England--London--1822; Aquatints--England--London--1822; Watermarks (Paper)--C. Ansell--1818; Riviere & Son--Binding; Auchincloss, Hugh Dudley--Ownership; Harvey, Francis--Ownership
Genres: graphic; Views
Provision information: [London]: [publisher not identified], [1822]","7001 $aStadler, Joseph Constantine,$eprintmaker.$0http://id.loc.gov/authorities/names/nr94030053","Stadler, Joseph Constantine",Printmaker,A view in Devonshire,drawn & etch'd by Rowlandson ; Stadler aquatinta,"[London]: [publisher not identified], [1822]","Devon (England),; Dwellings; Etchings--England--London--1822; Aquatints--England--London--1822; Watermarks (Paper)--C. Ansell--1818; Riviere & Son--Binding; Auchincloss, Hugh Dudley--Ownership; Harvey, Francis--Ownership",graphic; Views,,12927742,12927742-ce0cf9da-278f-4f6b-9e69-3f387718b844#http://id.loc.gov/rwo/agents/nr94030053,Visual Arts and Design,False
4564.0,"Title: King's Mews, Charing Cross
Subjects: London (England)--Pictorial works; Stables--England--London; Horses; Aquatints--England--London--1808; Etchings--England--London--1808
Genres: graphic; Book illustrations; Views
Provision information: London: Pub. 1st Decr. 1808 at R. Ackermann's Repository of Arts, 101 Strand, [1 December 1808]","7001 $aStadler, Joseph Constantine,$eprintmaker.$0http://id.loc.gov/authorities/names/nr94030053","Stadler, Joseph Constantine",Printmaker,"King's Mews, Charing Cross",Rowlandson & Pugin delt. et sculpt. ; J.C. Stadler aquat,"London: Pub. 1st Decr. 1808 at R. Ackermann's Repository of Arts, 101 Strand, [1 December 1808]",London (England)--Pictorial works; Stables--England--London; Horses; Aquatints--England--London--1808; Etchings--England--London--1808,graphic; Book illustrations; Views,,12975040,12975040-abc08b65-5e68-4c02-b25b-08a14a33552d#http://id.loc.gov/rwo/agents/nr94030053,Visual Arts and Design,False
4564.0,"Title: Freemasons Hall, Great Queen Street
Subjects: Freemasons. United Grand Lodge of England.; London (England)--Pictorial works; Fraternal organizations--England--London; Events--England--London; Interiors--England--London; Parades & processions; Banquets; Aquatints--England--London--1808
Genres: graphic; Book illustrations
Provision information: London: Pub. 1st Octr. 1808 at R. Ackermann's Repository of Arts, 101 Strand, [1 October 1808]","7001 $aStadler, Joseph Constantine,$eprintmaker.$0http://id.loc.gov/authorities/names/nr94030053","Stadler, Joseph Constantine",Printmaker,"Freemasons Hall, Great Queen Street",Pugin & Rowlandson delt. et sculpt. ; Stadler aquat.,"London: Pub. 1st Octr. 1808 at R. Ackermann's Repository of Arts, 101 Strand, [1 October 1808]",Freemasons. United Grand Lodge of England.; London (England)--Pictorial works; Fraternal organizations--England--London; Events--England--London; Interiors--England--London; Parades & processions; Banquets; Aquatints--England--London--1808,graphic; Book illustrations,,12973919,12973919-c93c3a42-d71b-4b5d-8864-9fcfd0e511d0#http://id.loc.gov/rwo/agents/nr94030053,Visual Arts and Design,False
4580.2,"Title: 12th-century chant: Hymns & sequences for Heloise / Abelard. Sponsus. Samson dux fortissime.
Variant titles: Twelfth-century chant
Subjects: Gregorian chants; Hymns, Latin; Liturgical dramas; Advent music; Lays (Music); Sequences (Music); Laments; Easter music; Hymns; Héloïse, approximately 1095-1163 or 1164
Genres: Chants; Hymns
Provision information: Farnham, Surrey: Herald, Schola Gregoriana of Cambridge Trust, p1994","7001 $aBerry, Mary.$4cnd$0http://id.loc.gov/authorities/names/n93030152","Berry, Mary",Conductor,12th-century chant: Hymns & sequences for Heloise / Abelard. Sponsus. Samson dux fortissime.,,"Farnham, Surrey: Herald, Schola Gregoriana of Cambridge Trust, p1994","Gregorian chants; Hymns, Latin; Liturgical dramas; Advent music; Lays (Music); Sequences (Music); Laments; Easter music; Hymns; Héloïse, approximately 1095-1163 or 1164",Chants; Hymns,,12885573,12885573-2bbfcc42-915e-4cde-ba2c-c96fdd969fbb#http://id.loc.gov/rwo/agents/n93030152,"Music, Sound, and Sonic Arts",False
9.0,"Title: Voice over
Genres: Video recordings; Motion picture; Feature films; Fiction films; Melodramas (Motion pictures)
Provision information: London: BFI, 2011; Dual format edition","7001 $aSchubert, Franz,$ecomposer.$0http://id.loc.gov/authorities/names/n86107150","Schubert, Franz",Composer,Voice over,written and directed by Chris Monger,"London: BFI, 2011 Dual format edition",,Video recordings; Motion picture; Feature films; Fiction films; Melodramas (Motion pictures),,13838305,13838305-6bc7d769-291a-43fc-a6f9-a26c5d72a9a6#http://id.loc.gov/rwo/agents/n86107150,Literature and Narrative Arts,False
49.0,"Title: The theology of John Wesley: holy love and the shape of grace
Subjects: Wesley, John; Theology, Doctrinal
Provision information: Nashville, TN: Abingdon Press, [2007]","60010$aWesley, John,$d1703-1791.$0http://id.loc.gov/authorities/names/n79060434","Wesley, John, 1703-1791",Subject,The theology of John Wesley: holy love and the shape of grace,Kenneth J. Collins,"Nashville, TN: Abingdon Press, [2007]","Wesley, John; Theology, Doctrinal",,,13923928,13923928-583b8d84-808c-4c92-b3fb-9c87c91c5ea3#http://id.loc.gov/rwo/agents/n79060434,"Religion, Theology, and Spirituality",False
59.0,"Title: A Portrait of the Artist as a Young Man
Provision information: : Open Road Media, 2015","1001 $aJoyce, James.$0http://id.loc.gov/authorities/names/n96022244","Joyce, James",Contributor,A Portrait of the Artist as a Young Man,,": Open Road Media, 2015",,,,13783332,13783332-40ac1142-dae4-4e8c-b621-69263c1a6446#http://id.loc.gov/rwo/agents/n96022244,Literature and Narrative Arts,False
59.0,"Title: James Joyce's techno-poetics
Subjects: Joyce, James, 1882-1941--Technique; Joyce, James, 1882-1941. Finnegans wake; Joyce, James, 1882-1941. Ulysses; Literature and technology--Ireland--History--20th century; Modernism (Literature)--Ireland; Fiction--Technique
Provision information: Toronto, [Ontario]; Buffalo, [New York]; London, [England]: University of Toronto Press, 1997","60010$aJoyce, James,$d1882-1941.$tFinnegans wake.$0http://id.loc.gov/authorities/names/no98001593","Joyce, James, 1882-1941",Subject,James Joyce's techno-poetics,Donald F. Theall,"Toronto, [Ontario]; Buffalo, [New York]; London, [England]: University of Toronto Press, 1997","Joyce, James, 1882-1941--Technique; Joyce, James, 1882-1941. Finnegans wake; Joyce, James, 1882-1941. Ulysses; Literature and technology--Ireland--History--20th century; Modernism (Literature)--Ireland; Fiction--Technique",,,13793282,13793282-d7991652-73d6-494f-8975-dbf1d11c3e9e#http://id.loc.gov/rwo/agents/no98001593,Literature and Narrative Arts,False
59.0,"Title: James Joyce's techno-poetics
Subjects: Joyce, James, 1882-1941--Technique; Joyce, James, 1882-1941. Finnegans wake; Joyce, James, 1882-1941. Ulysses; Literature and technology--Ireland--History--20th century; Modernism (Literature)--Ireland; Fiction--Technique
Provision information: Toronto, [Ontario]; Buffalo, [New York]; London, [England]: University of Toronto Press, 1997","60010$aJoyce, James,$d1882-1941.$tUlysses.$0http://id.loc.gov/authorities/names/n92029109","Joyce, James, 1882-1941",Subject,James Joyce's techno-poetics,Donald F. Theall,"Toronto, [Ontario]; Buffalo, [New York]; London, [England]: University of Toronto Press, 1997","Joyce, James, 1882-1941--Technique; Joyce, James, 1882-1941. Finnegans wake; Joyce, James, 1882-1941. Ulysses; Literature and technology--Ireland--History--20th century; Modernism (Literature)--Ireland; Fiction--Technique",,,13793282,13793282-9148fb4d-765c-4978-a576-a41e791f1331#http://id.loc.gov/rwo/agents/n92029109,Literature and Narrative Arts,False
114.0,"Title: Mystery and religion: Newman's epistemology of religion
Subjects: Newman, John Henry; Faith and reason--Christianity--History of doctrines--19th century; Knowledge, Theory of (Religion)--History of doctrines--19th century; Erkenntnistheorie; Glaube; Religion; Wissen; Knowledge, Theory of (Religion)--History of doctrines; 1800-1899
Provision information: Lanham: University Press of America, ©1988","60010$aNewman, John Henry,$d1801-1890.$0http://id.loc.gov/authorities/names/n78095501","Newman, John Henry, 1801-1890",Subject,Mystery and religion: Newman's epistemology of religion,Clyde Nabe,"Lanham: University Press of America, ©1988","Newman, John Henry; Faith and reason--Christianity--History of doctrines--19th century; Knowledge, Theory of (Religion)--History of doctrines--19th century; Erkenntnistheorie; Glaube; Religion; Wissen; Knowledge, Theory of (Religion)--History of doctrines; 1800-1899",,,14018616,14018616-c3e55c7a-e762-4a61-b77f-28197ec1e726#http://id.loc.gov/rwo/agents/n78095501,"Religion, Theology, and Spirituality",False
187.0,"Title: The moralist: Woodrow Wilson and the world he made
Variant titles: Woodrow Wilson and the world he made
Subjects: Presidents--United States--Biography; United States--Politics and government--1913-1921; United States--Foreign relations--Moral and ethical aspects; BIOGRAPHY & AUTOBIOGRAPHY / Presidents & Heads of State; HISTORY / Military / World War I.; HISTORY / United States / 20th Century
Genres: Biographies
Provision information: New York, NY: Simon & Schuster, 2018; First Simon & Schuster hardcover edition","60010$aWilson, Woodrow,$d1856-1924.$0http://id.loc.gov/authorities/names/n79046299","Wilson, Woodrow, 1856-1924",Subject,The moralist: Woodrow Wilson and the world he made,Patricia O'Toole,"New York, NY: Simon & Schuster, 2018 First Simon & Schuster hardcover edition",Presidents--United States--Biography; United States--Politics and government--1913-1921; United States--Foreign relations--Moral and ethical aspects; BIOGRAPHY & AUTOBIOGRAPHY / Presidents & Heads of State; HISTORY / Military / World War I.; HISTORY / United States / 20th Century,Biographies,,13584524,13584524-a077ef33-7f46-4b9e-8f25-acfd891e8116#http://id.loc.gov/rwo/agents/n79046299,"Politics, Policy, and Government",False
216.0,"Title: Jack Brown scrapbook
Subjects: Art, British; Art museums--United States; Brown, Jack","60010$aMellon, Paul.$0http://id.loc.gov/authorities/names/n50007219","Mellon, Paul",Subject,Jack Brown scrapbook,,,"Art, British; Art museums--United States; Brown, Jack",,,14480363,14480363-6aff1070-40f8-4aa5-961d-6d35bea0e3c7#http://id.loc.gov/rwo/agents/n50007219,Visual Arts and Design,False
449.2,"Title: Self-doubt: depression, anxiety disorders, panic and fear threshold experiences
Subjects: Anthroposophy
Provision information: [United Kingdom]: Rudolf Steiner Press, [2018]","1001 $aSteiner, Rudolf,$eauthor.$0http://id.loc.gov/authorities/names/n89605564","Steiner, Rudolf",Author,"Self-doubt: depression, anxiety disorders, panic and fear threshold experiences",Rudolf Steiner ; Compiled and edited by Harald Haas ; Translated by Paul King,"[United Kingdom]: Rudolf Steiner Press, [2018]",Anthroposophy,,,13944736,13944736-f0dce8ca-be14-4504-8a71-2e5a817fe199#http://id.loc.gov/rwo/agents/n89605564,"Religion, Theology, and Spirituality",False
511.2,"Title: Rot schlägt Weiss: die neue Graphik und Design der Russischen Revolution
Subjects: Commercial art--Soviet Union; Constructivism (Art)--Soviet Union; Commercial art; Constructivism (Art); Soviet Union; Tode, Riewert Quedens--Ownership
Provision information: München: C. Hanser, ©1975","7001 $aSpencer, Herbert,$eauthor of introduction, etc.$0http://id.loc.gov/authorities/names/n80119370","Spencer, Herbert",Author of introduction; Etc.,Rot schlägt Weiss: die neue Graphik und Design der Russischen Revolution,Szymon Bojko ; mit einem Vorwort von Herbert Spencer ; [aus dem Englischen übers. von J. Wolfgang Breiden],"München: C. Hanser, ©1975","Commercial art--Soviet Union; Constructivism (Art)--Soviet Union; Commercial art; Constructivism (Art); Soviet Union; Tode, Riewert Quedens--Ownership",,,13636495,13636495-2564444b-8add-4441-8163-f15adfd77868#http://id.loc.gov/rwo/agents/n80119370,Visual Arts and Design,False
511.0,"Title: The facts of consciousness and the philosophy of Mr. Herbert Spencer
Subjects: Consciousness
Provision information: Boston: Lee & Shepard, 1871","60010$aSpencer, Herbert,$d1820-1903.$0http://id.loc.gov/authorities/names/n80038441","Spencer, Herbert, 1820-1903",Subject,The facts of consciousness and the philosophy of Mr. Herbert Spencer,by William B. Greene,"Boston: Lee & Shepard, 1871",Consciousness,,,13768092,13768092-42f9a22e-7c64-4ca7-be18-22aa967b89f2#http://id.loc.gov/rwo/agents/n80038441,Philosophy and Ethics,False
582.0,"Title: The plays and poems of Nicholas Rowe
Variant titles: Late plays
Subjects: Rowe, Nicholas, 1674-1718--Criticism and interpretation
Provision information: London: Routledge, 2017","1001 $aRowe, Nicholas,$d1674-1718.$0http://id.loc.gov/authorities/names/n2016026685","Rowe, Nicholas, 1674-1718",Contributor,The plays and poems of Nicholas Rowe,general editor: Stephen Bernard ; edited by Claudine van Hensbergen,"London: Routledge, 2017","Rowe, Nicholas, 1674-1718--Criticism and interpretation",,,14161278,14161278-5705baa8-5ae4-4782-ac8c-acdb793db149#http://id.loc.gov/rwo/agents/n2016026685,Literature and Narrative Arts,False
602.0,"Title: Adapting the Wizard of Oz: musical adaptations from Baum to MGM and beyond
Subjects: Oz (Imaginary place)--Songs and music--History and criticism; Musicals--United States--History and criticism; Musical films--United States--History and criticism; Motion picture music--United States--History and criticism; Baum, L. Frank (Lyman Frank), 1856-1919. Wizard of Oz; Wizard of Oz (Motion picture : 1939)
Provision information: New York, NY: Oxford University Press, 2018","60010$aBaum, L. Frank$q(Lyman Frank),$d1856-1919.$tWizard of Oz.$0http://id.loc.gov/authorities/names/n81036429","Baum, L. Frank (Lyman Frank), 1856-1919",Subject,Adapting the Wizard of Oz: musical adaptations from Baum to MGM and beyond,Danielle Birkett and Dominic McHugh,"New York, NY: Oxford University Press, 2018","Oz (Imaginary place)--Songs and music--History and criticism; Musicals--United States--History and criticism; Musical films--United States--History and criticism; Motion picture music--United States--History and criticism; Baum, L. Frank (Lyman Frank), 1856-1919. Wizard of Oz; Wizard of Oz (Motion picture : 1939)",,,13900369,13900369-be325837-d2fe-4236-ad2c-004be5d94341#http://id.loc.gov/rwo/agents/n81036429,"Music, Sound, and Sonic Arts",False
645.0,"Title: Beyond the thirty-nine steps: a life of John Buchan
Genres: Biographies
Provision information: London: Bloomsbury Publishing, 2019","60010$aBuchan, John,$d1875-1940.$0http://id.loc.gov/authorities/names/n79045167","Buchan, John, 1875-1940",Subject,Beyond the thirty-nine steps: a life of John Buchan,Ursula Buchan,"London: Bloomsbury Publishing, 2019",,Biographies,,14529201,14529201-029365a1-6500-4534-9c13-84f1b1e0e620#http://id.loc.gov/rwo/agents/n79045167,Literature and Narrative Arts,False
4439.2,"Title: Success window
Subjects: Wright, C. D., 1949-2016--Ownership; Gander, Forrest, 1956---Ownership
Genres: Video recordings; DVD-Video discs
Provision information: Portland, OR: Poor Claudia, 2011","7001 $aButler, John.$0http://id.loc.gov/authorities/names/n81044351","Butler, John",Contributor,Success window,,"Portland, OR: Poor Claudia, 2011","Wright, C. D., 1949-2016--Ownership; Gander, Forrest, 1956---Ownership",Video recordings; DVD-Video discs,,13576141,13576141-3a1b1eec-ab8f-4fce-81c5-451ca6e6206f#http://id.loc.gov/rwo/agents/n81044351,Performing Arts and Media,False
4499.9,"Title: The last Cambridge spy: John Cairncross, Bletchley codebreaker and Soviet double agent
Subjects: Cairncross, John
Provision information: Gloucestershire: The History Press, 2019","1001 $aSmith, Chris,$eauthor.$0http://id.loc.gov/authorities/names/n91055797","Smith, Chris",Author,"The last Cambridge spy: John Cairncross, Bletchley codebreaker and Soviet double agent",Chris Smith,"Gloucestershire: The History Press, 2019","Cairncross, John",,,14496317,14496317-46262b9d-a20d-42a3-b3a5-ec191b943a52#http://id.loc.gov/rwo/agents/n91055797,"History, Heritage, and Memory",False
4499.1,"Title: Toot-toot, Dixie bound in the mornin': with ukulele arrangement
Variant titles: Toot-toot, Dixie bound in the morning
Subjects: Songs with piano; Popular music--1921-1930; Dance, Stanley--Ownership; Dance, Helen Oakley 1912-2001--Ownership
Genres: Popular music; Sheet music; Publishers' advertisements
Provision information: N.Y.C.: Handy Bros Music Co., Inc., [1930]","1001 $aSmith, Chris,$d1879-1949,$ecomposer.$0http://id.loc.gov/authorities/names/no89020739","Smith, Chris, 1879-1949",Composer,"Toot-toot, Dixie bound in the mornin': with ukulele arrangement",by Chris Smith and J. Tim Brymn,"N.Y.C.: Handy Bros Music Co., Inc., [1930]","Songs with piano; Popular music--1921-1930; Dance, Stanley--Ownership; Dance, Helen Oakley 1912-2001--Ownership",Popular music; Sheet music; Publishers' advertisements,,13697983,13697983-9a36707a-1d29-453a-9ced-db877e84a55c#http://id.loc.gov/rwo/agents/no89020739,"Music, Sound, and Sonic Arts",False
4552.1,"Title: Richard Cardinal: cry from a diary of a Métis child
Subjects: Cardinal, Richard, 1966-1984; Foster children--Métis Nation of Alberta; Indian youth--Suicidal behavior--Métis Nation of Alberta
Genres: Video recordings; Biographical films; Fiction films; Short films
Provision information: [Montréal, Quebećbec]: [Distributed by] National Film Board of Canada, [2015]","7001 $aMiller, Leslie,$eactor.$0http://id.loc.gov/authorities/names/n93030979","Miller, Leslie",Actor,Richard Cardinal: cry from a diary of a Métis child,"the National Film Board of Canada presents ; written and directed by Alanis Obomsawin ; produced by Alanis Obomsawin, Marrin Canell, Robert Verrall","[Montréal, Quebećbec]: [Distributed by] National Film Board of Canada, [2015]","Cardinal, Richard, 1966-1984; Foster children--Métis Nation of Alberta; Indian youth--Suicidal behavior--Métis Nation of Alberta",Video recordings; Biographical films; Fiction films; Short films,,13853613,13853613-cfe20985-4576-4943-8f9f-7d6e1ada8edb#http://id.loc.gov/rwo/agents/n93030979,Literature and Narrative Arts,False
4552.0,"Title: Weather
Subjects: Artists' books; Plimpton, Sarah, 1936---Autograph
Genres: Artists' books
Provision information: New York: Grenfell Press, 1993","7001 $aMiller, Leslie.$0http://id.loc.gov/authorities/names/n93030979","Miller, Leslie",Contributor,Weather,Sarah Plimpton,"New York: Grenfell Press, 1993","Artists' books; Plimpton, Sarah, 1936---Autograph",Artists' books,,13578901,13578901-81fa86b6-618b-4f41-8981-fcd2d22a3394#http://id.loc.gov/rwo/agents/n93030979,Literature and Narrative Arts,False
4565.4,"Title: The Form of Poetry in the 1820s and 1830s: A Period of Doubt
Subjects: Literature; Literature, Modern--19th century; Poetry; British literature
Provision information: Cham: Springer International Publishing, Imprint: Palgrave Macmillan, 2018","1001 $aStewart, David.$0http://id.loc.gov/authorities/names/n90606360","Stewart, David",Contributor,The Form of Poetry in the 1820s and 1830s: A Period of Doubt,by David Stewart,"Cham: Springer International Publishing, Imprint: Palgrave Macmillan, 2018","Literature; Literature, Modern--19th century; Poetry; British literature",,,13595977,13595977-330df37c-2041-4c18-96a8-9b5d75ec20f2#http://id.loc.gov/rwo/agents/n90606360,Literature and Narrative Arts,False
4566.0,"Title: A sermon, preached at the installation of the Reverend William Emerson: to the pastoral care of the First Church in Boston, on the 16th of October, 1799
Subjects: Installation sermons; Emerson, William, 1769-1811; Unitarian churches--Sermons; Sermons, American
Provision information: Boston: Printed by Samuel Hall, 1799","1001 $aThayer, Nathaniel,$d1769-1840.$0http://id.loc.gov/authorities/names/n85351556","Thayer, Nathaniel, 1769-1840",Contributor,"A sermon, preached at the installation of the Reverend William Emerson: to the pastoral care of the First Church in Boston, on the 16th of October, 1799",by Nathaniel Thayer,"Boston: Printed by Samuel Hall, 1799","Installation sermons; Emerson, William, 1769-1811; Unitarian churches--Sermons; Sermons, American",,,13768745,13768745-2c70efb8-e015-4dca-9e7a-cac4a63f9129#http://id.loc.gov/rwo/agents/n85351556,"Religion, Theology, and Spirituality",False
54.0,"Title: Quartet in C minor, Opus 13, for piano, violin, viola, and cello
Subjects: Piano quartets--Scores and parts
Genres: Chamber music; Scores; Parts (Music)
Provision information: New York City: International Music Company, [1949]","1001 $aStrauss, Richard,$d1864-1949,$ecomposer.$0http://id.loc.gov/authorities/names/n79041680","Strauss, Richard, 1864-1949",Composer,"Quartet in C minor, Opus 13, for piano, violin, viola, and cello","Strauss, R.","New York City: International Music Company, [1949]",Piano quartets--Scores and parts,Chamber music; Scores; Parts (Music),,14599553,14599553-4299afa4-d2a5-4dda-8c6e-cb75dc56fdd4#http://id.loc.gov/rwo/agents/n79041680,"Music, Sound, and Sonic Arts",False
54.0,"Title: Quartet in C minor, Opus 13, for piano, violin, viola, and cello
Version of: Quartets, piano, violin, viola, cello, op. 13, C minor
Subjects: Piano quartets--Scores and parts
Genres: Chamber music; Scores; Parts (Music)
Provision information: New York City: International Music Company, [1949]","1001 $aStrauss, Richard,$d1864-1949,$ecomposer.$0http://id.loc.gov/authorities/names/n79041680","Strauss, Richard, 1864-1949",Composer,"Quartet in C minor, Opus 13, for piano, violin, viola, and cello","Strauss, R.","New York City: International Music Company, [1949]",Piano quartets--Scores and parts,Chamber music; Scores; Parts (Music),"Quartets, piano, violin, viola, cello, op. 13, C minor",14599553,14599553-64158be1-a1cd-4099-a0a0-33e2590bbfd9#http://id.loc.gov/authorities/names/no97047520-Agent,"Music, Sound, and Sonic Arts",False
114.0,"Title: John Henry Newman: the challenge to evangelical religion
Subjects: Newman, John Henry
Genres: Electronic books
Provision information: New Haven: Yale University Press, ©2002","60010$aNewman, John Henry,$d1801-1890.$0http://id.loc.gov/authorities/names/n78095501","Newman, John Henry, 1801-1890",Subject,John Henry Newman: the challenge to evangelical religion,Frank M. Turner,"New Haven: Yale University Press, ©2002","Newman, John Henry",Electronic books,,14598867,14598867-08f5647f-231b-46be-b0dd-1b25a6829a40#http://id.loc.gov/rwo/agents/n78095501,"Religion, Theology, and Spirituality",False
471.0,"Title: A pocket book of Robert Frost's poems
Variant titles: Robert Frost's poems
Subjects: Poetry; Poetry, Modern--20th century; American poetry; Poetry, Modern; 1900-1999; Delany, Samuel R.--Ownership; Delagi, Edwina--Autograph
Genres: Poetry
Provision information: New York: Washington Square Press, [1946], ©1962; Washington Square Press ed.","1001 $aFrost, Robert,$d1874-1963,$eauthor.$0http://id.loc.gov/authorities/names/n79005644","Frost, Robert, 1874-1963",Author,A pocket book of Robert Frost's poems,with an introduction and commentary by Louis Untermeyer ; [illustrated by John O'Hara Cosgrave II],"New York: Washington Square Press, [1946], ©1962 Washington Square Press ed.","Poetry; Poetry, Modern--20th century; American poetry; Poetry, Modern; 1900-1999; Delany, Samuel R.--Ownership; Delagi, Edwina--Autograph",Poetry,,15382579,15382579-280b0870-b8b2-47ea-b497-8b97101c3283#http://id.loc.gov/rwo/agents/n79005644,Literature and Narrative Arts,False
531.0,"Title: States of desire: travels in gay America
Subjects: Gay men--United States; Gay men; United States; Delany, Samuel R.--Ownership
Provision information: Toronto; New York: Bantam Books, 1981; Bantam edition","1001 $aWhite, Edmund,$d1940-$eauthor.$0http://id.loc.gov/authorities/names/n79082217","White, Edmund, 1940-",Author,States of desire: travels in gay America,Edmund White,"Toronto; New York: Bantam Books, 1981 Bantam edition","Gay men--United States; Gay men; United States; Delany, Samuel R.--Ownership",,,15525569,15525569-759243bb-13d4-4ef8-9799-bf2e54717bb0#http://id.loc.gov/rwo/agents/n79082217,Literature and Narrative Arts,False
4452.0,"Title: Calculus tutor
Subjects: Calculus
Genres: Video recordings; Videorecording; Educational films
Provision information: Los Angeles, CA: TMW Media Group, 2008","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Calculus tutor,directed by Jason Gibson,"Los Angeles, CA: TMW Media Group, 2008",Calculus,Video recordings; Videorecording; Educational films,,14666441,14666441-c376121c-70a4-4793-b634-ce6963a7a626#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Pre-algebra tutor
Subjects: Algebra
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2010","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$4nrt$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker; Narrator,Pre-algebra tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2010",Algebra,Video recordings; Educational films; Alexander Street Video,,14664682,14664682-fb452182-f4f1-4b80-bea5-7a935e86b2ad#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Trigonometry tutor
Subjects: Trigonometrical functions; Algebra; Trigonometry; Circle
Genres: Video recordings; Educational films; Alexander Street Video
Provision information: Venice, CA: TMW Media Group, 2008","7001 $aGibson, Jason$c(Math instructor)$4drt$4spk$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Director; Speaker,Trigonometry tutor,by Jason Gibson,"Venice, CA: TMW Media Group, 2008",Trigonometrical functions; Algebra; Trigonometry; Circle,Video recordings; Educational films; Alexander Street Video,,14664612,14664612-4d3e3d53-0ed9-4657-bc45-89666e340439#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Algebra 2 tutor: learning by example
Subjects: Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra
Genres: Video recordings; Educational films; Problems and exercises
Provision information: Los Angeles: TMW Media Group, 2010","7001 $aGibson, Jason$c(Math instructor),$espeaker.$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Speaker,Algebra 2 tutor: learning by example,presented by Jason Gibson,"Los Angeles: TMW Media Group, 2010","Algebra--Study and teaching; Algebra--Problems, exercises, etc; Algebra",Video recordings; Educational films; Problems and exercises,,14674301,14674301-2807ccdc-aeb8-4169-8493-dba57af4886e#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
4452.0,"Title: Unit conversion tutor
Subjects: Mathematical notation; Metric system
Genres: Video recordings; Instructional films
Provision information: Los Angeles, CA: TMW Media Group, 2009","7001 $aGibson, Jason$c(Math instructor),$espeaker.$0http://id.loc.gov/authorities/names/no2009091284","Gibson, Jason (Math instructor)",Speaker,Unit conversion tutor,presented by Jason Gibson,"Los Angeles, CA: TMW Media Group, 2009",Mathematical notation; Metric system,Video recordings; Instructional films,,14674251,14674251-f5b7e558-3634-4d4a-b540-44743ed823e6#http://id.loc.gov/rwo/agents/no2009091284,Mathematics and Quantitative Sciences,False
