composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,classification_label,classification_path,top_concepts_json,classification_mode,vector_hash
"Contributor: Hogarth, William
Title: Thanksgiving sermon: preached in the Hanover Street Presbyterian Church, December 31, 1845
Attribution: by William Hogarth
Subjects: Thanksgiving Day--Sermons; Bible. Psalms, C, 4--Sermons
Provision information: Wilmington, Del: Porter & Naff, 1846","1001 $aHogarth, William.","Hogarth, William",Contributor,"Thanksgiving sermon: preached in the Hanover Street Presbyterian Church, December 31, 1845",by William Hogarth,"Wilmington, Del: Porter & Naff, 1846","Thanksgiving Day--Sermons; Bible. Psalms, C, 4--Sermons",NaN,NaN,4586932,4586932#Agent100-11,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.16829293966293335}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.14107710123062134}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.13672232627868652}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.1328221559524536}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.12168407440185547}]",ClassificationMode.AVERAGE,d3d4b57f3f5c75c4215d98aa9fade593
"Contributor: Hogarth, William, 1697-1764
Title: Hogarth
Attribution: Mark Hallett
Subjects: Hogarth, William, 1697-1764--Criticism and interpretation; Painting, British--17th century; Painting, Modern--18th century; England--Social life and customs
Provision information: London: Phaidon, 2000","7001 $aHogarth, William,$d1697-1764.","Hogarth, William, 1697-1764",Contributor,Hogarth,Mark Hallett,"London: Phaidon, 2000","Hogarth, William, 1697-1764--Criticism and interpretation; Painting, British--17th century; Painting, Modern--18th century; England--Social life and customs",NaN,NaN,4646555,4646555#Agent700-25,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.23443853855133057}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.224418044090271}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.22428929805755615}, {""concept_uri"": ""society"", ""pref_label"": ""Society, Governance, and Public Life"", ""similarity"": 0.22137689590454102}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.218281090259552}]",ClassificationMode.AVERAGE,6c985a08f8ea3d8522104b5d9f38a109
"Subject: Hogarth, William, 1697-1764
Title: Hogarth
Attribution: Mark Hallett
Subjects: Hogarth, William, 1697-1764--Criticism and interpretation; Painting, British--17th century; Painting, Modern--18th century; England--Social life and customs
Provision information: London: Phaidon, 2000","60010$aHogarth, William,$d1697-1764","Hogarth, William, 1697-1764",Subject,Hogarth,Mark Hallett,"London: Phaidon, 2000","Hogarth, William, 1697-1764--Criticism and interpretation; Painting, British--17th century; Painting, Modern--18th century; England--Social life and customs",NaN,NaN,4646555,4646555#Agent600-21,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.2652653455734253}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.2598479986190796}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.2557228207588196}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.24589401483535767}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.2420797348022461}]",ClassificationMode.AVERAGE,cbadd5a43be01573cec55523ea359633
"Contributor: Hogarth, William, 1697-1764
Title: The complete works of William Hogarth: in a series of one hundred and fifty superb engravings on steel, from the original pictures
Attribution: with an introductory essay, by James Hannay ; and descriptive letterpress, by the Rev. J. Trusler, and E.F. Roberts
Subjects: Hogarth, William, 1697-1764; Stebbins, Frederick Haile--Bookplate
Provision information: London; New York: London Printing and Publishing Company, Limited, [18--]","1001 $aHogarth, William,$d1697-1764.","Hogarth, William, 1697-1764",Contributor,"The complete works of William Hogarth: in a series of one hundred and fifty superb engravings on steel, from the original pictures","with an introductory essay, by James Hannay ; and descriptive letterpress, by the Rev. J. Trusler, and E.F. Roberts","London; New York: London Printing and Publishing Company, Limited, [18--]","Hogarth, William, 1697-1764; Stebbins, Frederick Haile--Bookplate",NaN,NaN,4293769,4293769#Agent100-12,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.18916809558868408}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.17959868907928467}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.17547762393951416}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.1750469207763672}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.1722019910812378}]",ClassificationMode.AVERAGE,3aae0e281979b5a038a2a1708ac3d3fe
"Subject: Hogarth, William, 1697-1764
Title: The complete works of William Hogarth: in a series of one hundred and fifty superb engravings on steel, from the original pictures
Attribution: with an introductory essay, by James Hannay ; and descriptive letterpress, by the Rev. J. Trusler, and E.F. Roberts
Subjects: Stebbins, Frederick Haile--Bookplate
Provision information: London; New York: London Printing and Publishing Company, Limited, [18--]","60010$aHogarth, William,$d1697-1764.","Hogarth, William, 1697-1764",Subject,"The complete works of William Hogarth: in a series of one hundred and fifty superb engravings on steel, from the original pictures","with an introductory essay, by James Hannay ; and descriptive letterpress, by the Rev. J. Trusler, and E.F. Roberts","London; New York: London Printing and Publishing Company, Limited, [18--]","Stebbins, Frederick Haile--Bookplate",NaN,NaN,4293769,4293769#Agent600-19,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.2135101556777954}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.20761191844940186}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.2016410231590271}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.20033645629882812}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.1962098479270935}]",ClassificationMode.AVERAGE,3e9ed657cba27eec7f1daeefbcc1d6b8
"Contributor: Hogarth, William, 1697-1764
Title: The strangest voyage
Variant titles: Rime of the ancient mariner
Attribution: produced by Lumière-Cine International, Ltd. ; performances directed by Michael Twain ; produced and directed by Raul da Silva.
Subjects: Coleridge, Samuel Taylor, 1772-1834; Coleridge, Samuel Taylor, 1772-1834. Rime of the ancient mariner--Film and video adaptations; Sea poetry; English poetry
Genres: Video recordings
Provision information: W. Long Beach, N.J.: Kultur International Films, [1984]","7001 $aHogarth, William,$d1697-1764.","Hogarth, William, 1697-1764",Contributor,The strangest voyage,"produced by Lumière-Cine International, Ltd. ; performances directed by Michael Twain ; produced and directed by Raul da Silva.","W. Long Beach, N.J.: Kultur International Films, [1984]","Coleridge, Samuel Taylor, 1772-1834; Coleridge, Samuel Taylor, 1772-1834. Rime of the ancient mariner--Film and video adaptations; Sea poetry; English poetry",Video recordings,NaN,4832790,4832790#Agent700-35,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.19672244787216187}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.19359934329986572}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.1907435655593872}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.1894853115081787}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.18723338842391968}]",ClassificationMode.AVERAGE,2b96b9593db133a50925b7f762b4818a
"Contributor: Baxter, Richard, 1615-1691
Title: The dying thoughts of the Rev. Richard Baxter.
Attribution: Abridged by Benjamin Fawcett, M.A.
Subjects: Devotional literature, English
Provision information: New York: American tract society, [183-?]","1001 $aBaxter, Richard,$d1615-1691.","Baxter, Richard, 1615-1691",Contributor,The dying thoughts of the Rev. Richard Baxter.,"Abridged by Benjamin Fawcett, M.A.","New York: American tract society, [183-?]","Devotional literature, English",NaN,NaN,4290694,4290694#Agent100-12,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.19339513778686523}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.17461490631103516}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.16394972801208496}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.1524638533592224}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.14836883544921875}]",ClassificationMode.AVERAGE,ab85d373e0d79a5f853bf8ae8c89e47d
"Contributor: Baxter, Richard, 1615-1691
Title: What we must do to be saved
Provision information: [Edinburgh]: [Crawford & McCabe, printers], 1868","1001 $aBaxter, Richard,$d1615-1691.","Baxter, Richard, 1615-1691",Contributor,What we must do to be saved,NaN,"[Edinburgh]: [Crawford & McCabe, printers], 1868",NaN,NaN,NaN,4278690,4278690#Agent100-12,"Social Reform, Advocacy, and Activism","Society, Governance, and Public Life > Social Reform, Advocacy, and Activism","[{""concept_uri"": ""socialreform"", ""pref_label"": ""Social Reform, Advocacy, and Activism"", ""similarity"": 0.15463918447494507}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.151070237159729}, {""concept_uri"": ""medicine"", ""pref_label"": ""Medicine, Health, and Clinical Sciences"", ""similarity"": 0.1382148265838623}, {""concept_uri"": ""society"", ""pref_label"": ""Society, Governance, and Public Life"", ""similarity"": 0.13620173931121826}, {""concept_uri"": ""education"", ""pref_label"": ""Education, Pedagogy, and Learning"", ""similarity"": 0.13537979125976562}]",ClassificationMode.AVERAGE,d4294ed1e65bcd2050a96fe754873617
"Contributor: Faulkner, William
Title: Radar subsystem manual
Attribution: William Faulkner ... [et al.].
Subjects: Radar meteorology--Data processing
Provision information: Boulder, Colo: Environmental Research Laboratories, National Oceanic and Atmospheric Administration, 1983","7001 $aFaulkner, William.","Faulkner, William",Contributor,Radar subsystem manual,William Faulkner ... [et al.].,"Boulder, Colo: Environmental Research Laboratories, National Oceanic and Atmospheric Administration, 1983",Radar meteorology--Data processing,NaN,NaN,5036768,5036768#Agent700-17,Mathematics and Quantitative Sciences,"Sciences, Research, and Discovery > Mathematics and Quantitative Sciences","[{""concept_uri"": ""mathematics"", ""pref_label"": ""Mathematics and Quantitative Sciences"", ""similarity"": 0.16009843349456787}, {""concept_uri"": ""agriculture"", ""pref_label"": ""Agriculture, Environment, and Sustainability"", ""similarity"": 0.15484416484832764}, {""concept_uri"": ""science"", ""pref_label"": ""Sciences, Research, and Discovery"", ""similarity"": 0.15070295333862305}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.1395828127861023}, {""concept_uri"": ""appliedsciences"", ""pref_label"": ""Applied Sciences, Technology, and Engineering"", ""similarity"": 0.13739746809005737}]",ClassificationMode.AVERAGE,0bea182d8c94e4c7ab1f19ba663d74bf
"Subject: Faulkner, William, 1897-1962
Title: Ṭeviʻat etsbaʻo shel ha-meḥaber: ha-ʻolamot ha-poʼeṭiyim shel Foḳner, Hemingṿai u-Meʼir Shaleṿ; טביעת אצבעו של המחבר: העולמות הפואטיים של פוקנר, המינגווי ומאיר שלו
Variant titles: Author's stamp: the poetic worlds of Faulkner, Heminway & Meir Shalev
Attribution: Semadar Shifmanסמדר שיפמן
Subjects: Faulkner, William, 1897-1962--Criticism and interpretation; Hemingway, Ernest, 1899-1961--Criticism and interpretation; Shalev, Meir, 1948-2023--Criticism and interpretation; שלו, מאיר
Provision information: [Tel Aviv]: Hotsaʼat ha-Ḳibuts ha-meʼuḥad, 759, 1999; [תל אביב]: הוצאת הקיבוץ המאוחד, 1999, 759","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,"Ṭeviʻat etsbaʻo shel ha-meḥaber: ha-ʻolamot ha-poʼeṭiyim shel Foḳner, Hemingṿai u-Meʼir Shaleṿ; טביעת אצבעו של המחבר: העולמות הפואטיים של פוקנר, המינגווי ומאיר שלו",Semadar Shifman סמדר שיפמן,"[Tel Aviv]: Hotsaʼat ha-Ḳibuts ha-meʼuḥad, 759, 1999 [תל אביב]: הוצאת הקיבוץ המאוחד, 1999, 759","Faulkner, William, 1897-1962--Criticism and interpretation; Hemingway, Ernest, 1899-1961--Criticism and interpretation; Shalev, Meir, 1948-2023--Criticism and interpretation; שלו, מאיר",NaN,NaN,4418969,4418969#Agent600-19,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.24164026975631714}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.2323533296585083}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.228282630443573}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.22686362266540527}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.22553128004074097}]",ClassificationMode.AVERAGE,9a9526811bdea5f4f519f8a07abedd89
"Subject: Priestley, Joseph, 1733-1804
Title: The life of Joseph Priestly, LL. D.F.R.S., &c., &c: with critical observations on his works
Attribution: by John Corry
Genres: Biographies
Provision information: Birmingham: Wilks, Grafton, 1804","60010$aPriestley, Joseph,$d1733-1804.","Priestley, Joseph, 1733-1804",Subject,"The life of Joseph Priestly, LL. D.F.R.S., &c., &c: with critical observations on his works",by John Corry,"Birmingham: Wilks, Grafton, 1804",NaN,Biographies,NaN,4588993,4588993#Agent600-20,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.20472019910812378}, {""concept_uri"": ""media"", ""pref_label"": ""Media, Journalism, and Communication"", ""similarity"": 0.2024521827697754}, {""concept_uri"": ""law"", ""pref_label"": ""Law, Justice, and Jurisprudence"", ""similarity"": 0.19193238019943237}, {""concept_uri"": ""education"", ""pref_label"": ""Education, Pedagogy, and Learning"", ""similarity"": 0.1902700662612915}, {""concept_uri"": ""medicine"", ""pref_label"": ""Medicine, Health, and Clinical Sciences"", ""similarity"": 0.1868116855621338}]",ClassificationMode.AVERAGE,84fb96af023998fdcefb525670dbb649
"Subject: Wilson, Woodrow, 1856-1924
Title: Woodrow Wilson and the lost peace
Attribution: by Thomas A. Bailey
Subjects: Paris Peace Conference (1919-1920); Treaty of Versailles (1919); World War, 1914-1918--United States
Provision information: New York: The Macmillan company, 1944","60010$aWilson, Woodrow,$d1856-1924.","Wilson, Woodrow, 1856-1924",Subject,Woodrow Wilson and the lost peace,by Thomas A. Bailey,"New York: The Macmillan company, 1944","Paris Peace Conference (1919-1920); Treaty of Versailles (1919); World War, 1914-1918--United States",NaN,NaN,5210239,5210239#Agent600-20,"Military, Security, and Defense","Society, Governance, and Public Life > Military, Security, and Defense","[{""concept_uri"": ""military"", ""pref_label"": ""Military, Security, and Defense"", ""similarity"": 0.207192063331604}, {""concept_uri"": ""politics"", ""pref_label"": ""Politics, Policy, and Government"", ""similarity"": 0.20574533939361572}, {""concept_uri"": ""society"", ""pref_label"": ""Society, Governance, and Public Life"", ""similarity"": 0.19569432735443115}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.1882026195526123}, {""concept_uri"": ""economics"", ""pref_label"": ""Economics, Business, and Finance"", ""similarity"": 0.18560153245925903}]",ClassificationMode.AVERAGE,95d7e89c5d70566501d13836babfbd22
"Contributor: Bloom, Harold
Title: Maya Angelou's I know why the caged bird sings
Attribution: edited and with an introduction by Harold Bloom
Subjects: Angelou, Maya. I know why the caged bird sings; African American women authors--Biography--History and criticism; Women entertainers--Biography--History and criticism; Autobiography
Provision information: Philadelphia: Chelsea House Publishers, c1998","7001 $aBloom, Harold.","Bloom, Harold",Contributor,Maya Angelou's I know why the caged bird sings,edited and with an introduction by Harold Bloom,"Philadelphia: Chelsea House Publishers, c1998","Angelou, Maya. I know why the caged bird sings; African American women authors--Biography--History and criticism; Women entertainers--Biography--History and criticism; Autobiography",NaN,NaN,4718826,4718826#Agent700-25,Literature and Narrative Arts,"Arts, Culture, and Creative Expression > Literature and Narrative Arts","[{""concept_uri"": ""literature"", ""pref_label"": ""Literature and Narrative Arts"", ""similarity"": 0.216377854347229}, {""concept_uri"": ""arts"", ""pref_label"": ""Arts, Culture, and Creative Expression"", ""similarity"": 0.19977247714996338}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.19526642560958862}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.1830143928527832}, {""concept_uri"": ""music"", ""pref_label"": ""Music, Sound, and Sonic Arts"", ""similarity"": 0.17905110120773315}]",ClassificationMode.AVERAGE,5ce1ee94ac22118c06dec372ec82d25b
"Subject: Steiner, Rudolf, 1861-1925
Title: Anthroposophie und Christentum: eine systematische Darstellung ihrer Beziehung im Blick auf neuzeitliche Naturerfahrung
Attribution: Klaus Bannach
Subjects: Anthroposophy; Christianity and other religions
Provision information: Göttingen: Vandenhoeck & Ruprecht, c1998","60010$aSteiner, Rudolf,$d1861-1925.","Steiner, Rudolf, 1861-1925",Subject,Anthroposophie und Christentum: eine systematische Darstellung ihrer Beziehung im Blick auf neuzeitliche Naturerfahrung,Klaus Bannach,"Göttingen: Vandenhoeck & Ruprecht, c1998",Anthroposophy; Christianity and other religions,NaN,NaN,4222625,4222625#Agent600-23,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.3143014907836914}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.2859307527542114}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.28140902519226074}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.2782433032989502}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.2682586908340454}]",ClassificationMode.AVERAGE,25df03a746e21ef8a767ef8e0ca7d85a
"Contributor: Steiner, Rudolf, 1861-1925
Title: L'impulso-Cristo e la coscienza dell'io: sette conferenze tenute a Berlino tra il 25 ottobre 1909 e l'8 maggio 1910 : da uno stenogramma non riveduto dall'autore
Attribution: Rudolf Steiner
Subjects: Anthroposophy
Provision information: Roma: Tilopa edizioni, 1994; 1. ed.","1001 $aSteiner, Rudolf,$d1861-1925.","Steiner, Rudolf, 1861-1925",Contributor,L'impulso-Cristo e la coscienza dell'io: sette conferenze tenute a Berlino tra il 25 ottobre 1909 e l'8 maggio 1910 : da uno stenogramma non riveduto dall'autore,Rudolf Steiner,"Roma: Tilopa edizioni, 1994 1. ed.",Anthroposophy,NaN,NaN,4277395,4277395#Agent100-13,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.22637265920639038}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.22208887338638306}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.21911346912384033}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.20751464366912842}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.2037857174873352}]",ClassificationMode.AVERAGE,aedaf382f7f23da08a1d7299a4e2d158
"Contributor: Steiner, Rudolf, 1861-1925
Title: L'impulso-Cristo e la coscienza dell'io: sette conferenze tenute a Berlino tra il 25 ottobre 1909 e l'8 maggio 1910 : da uno stenogramma non riveduto dall'autore
Version of: Christus-Impuls und die Entwickelung des Ich-Bewusstseins. Italian.l
Attribution: Rudolf Steiner
Subjects: Anthroposophy
Provision information: Roma: Tilopa edizioni, 1994; 1. ed.","1001 $aSteiner, Rudolf,$d1861-1925.","Steiner, Rudolf, 1861-1925",Contributor,L'impulso-Cristo e la coscienza dell'io: sette conferenze tenute a Berlino tra il 25 ottobre 1909 e l'8 maggio 1910 : da uno stenogramma non riveduto dall'autore,Rudolf Steiner,"Roma: Tilopa edizioni, 1994 1. ed.",Anthroposophy,NaN,Christus-Impuls und die Entwickelung des Ich-Bewusstseins. Italian.l,4277395,4277395#Hub240-14-Agent,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.24059784412384033}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.23930609226226807}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.23595333099365234}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.22403812408447266}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.2208232283592224}]",ClassificationMode.AVERAGE,aedaf382f7f23da08a1d7299a4e2d158
"Subject: Steiner, Rudolf, 1861-1925
Title: Der andere Anfang in der Geschichte des Seins: Wege zu einem anderen Denken bei Martin Heidegger und Rudolf Steiner
Attribution: Helene Cichy
Subjects: Metaphysics; Heidegger, Martin, 1889-1976
Provision information: Würzburg: Königshausen & Neumann, c2001","60010$aSteiner, Rudolf,$d1861-1925.","Steiner, Rudolf, 1861-1925",Subject,Der andere Anfang in der Geschichte des Seins: Wege zu einem anderen Denken bei Martin Heidegger und Rudolf Steiner,Helene Cichy,"Würzburg: Königshausen & Neumann, c2001","Metaphysics; Heidegger, Martin, 1889-1976",NaN,NaN,4776467,4776467#Agent600-19,Philosophy and Ethics,"Humanities, Thought, and Interpretation > Philosophy and Ethics","[{""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.3243100643157959}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.3221701979637146}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.3124704360961914}, {""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.3108273148536682}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.3073461055755615}]",ClassificationMode.AVERAGE,62d6ec103815365fbfa91b6a8753d7af
"Subject: Steiner, Rudolf, 1861-1925
Title: The thinking spirit: Rudolf Steiner and romantic theory : a collection of texts with notes
Attribution: by John O'Meara ; with a further commentary on Rudolf Steiner's spiritual science
Subjects: Anthroposophy; Love--History
Provision information: Ottawa, Ont: Heart's Core Publications, c2000","60010$aSteiner, Rudolf,$d1861-1925.","Steiner, Rudolf, 1861-1925",Subject,The thinking spirit: Rudolf Steiner and romantic theory : a collection of texts with notes,by John O'Meara ; with a further commentary on Rudolf Steiner's spiritual science,"Ottawa, Ont: Heart's Core Publications, c2000",Anthroposophy; Love--History,NaN,NaN,4808025,4808025#Agent600-20,"Religion, Theology, and Spirituality","Humanities, Thought, and Interpretation > Religion, Theology, and Spirituality","[{""concept_uri"": ""religion"", ""pref_label"": ""Religion, Theology, and Spirituality"", ""similarity"": 0.38356196880340576}, {""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.3657417297363281}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.3607158064842224}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.36024296283721924}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.3498069643974304}]",ClassificationMode.AVERAGE,aedaf382f7f23da08a1d7299a4e2d158
"Subject: Zhu, Xi, 1130-1200朱熹, 1130-1200
Title: Zhu Xi wen xue yan jiu; 朱熹文学硏究
Attribution: Mo Lifeng zhu莫砺锋著
Subjects: Zhu, Xi, 1130-1200--Criticism and interpretation; 朱熹, 1130-1200--Criticism and interpretation
Genres: Biographies
Provision information: Nanjing: Nanjing da xue zhu ban she, 2000; 南京: 南京大学出版社, 2000; Di 1 ban; 第1版","60010$6880-06$aZhu, Xi,$d1130-1200 88014$6600-06/$1$a朱熹,$d1130-1200","Zhu, Xi, 1130-1200 朱熹, 1130-1200",Subject,Zhu Xi wen xue yan jiu; 朱熹文学硏究,Mo Lifeng zhu 莫砺锋著,"Nanjing: Nanjing da xue zhu ban she, 2000 南京: 南京大学出版社, 2000 Di 1 ban 第1版","Zhu, Xi, 1130-1200--Criticism and interpretation; 朱熹, 1130-1200--Criticism and interpretation",Biographies,NaN,4915119,4915119#Agent600-22,"Humanities, Thought, and Interpretation","Humanities, Thought, and Interpretation","[{""concept_uri"": ""humanities"", ""pref_label"": ""Humanities, Thought, and Interpretation"", ""similarity"": 0.3380504250526428}, {""concept_uri"": ""philosophy"", ""pref_label"": ""Philosophy and Ethics"", ""similarity"": 0.3264901638031006}, {""concept_uri"": ""linguistics"", ""pref_label"": ""Language, Linguistics, and Communication"", ""similarity"": 0.322074294090271}, {""concept_uri"": ""history"", ""pref_label"": ""History, Heritage, and Memory"", ""similarity"": 0.32146942615509033}, {""concept_uri"": ""culturalstudies"", ""pref_label"": ""Cultural and Area Studies"", ""similarity"": 0.31962621212005615}]",ClassificationMode.AVERAGE,88826562162445bdb3df32d5f76bfe5f
